gender,age,count,etl_timestamp
Male,20-34,9,2020-08-17 17:20:01
Male,35-54,78,2020-08-17 17:20:01
Female,55-74,269,2020-08-17 17:20:01
Female,75+,533,2020-08-17 17:20:01
Male,55-74,367,2020-08-17 17:20:01
Female,35-54,38,2020-08-17 17:20:01
Male,75+,418,2020-08-17 17:20:01
