gender,age,count,etl_timestamp
Male,20-34,7,2020-06-17 17:20:02
Male,35-54,63,2020-06-17 17:20:02
Male,55-74,316,2020-06-17 17:20:02
Female,35-54,28,2020-06-17 17:20:02
Male,75+,373,2020-06-17 17:20:02
Female,55-74,239,2020-06-17 17:20:02
Female,75+,472,2020-06-17 17:20:02
