gender,age,count,etl_timestamp
Male,20-34,8,2020-07-28 17:20:02
Male,35-54,74,2020-07-28 17:20:02
Male,55-74,358,2020-07-28 17:20:02
Female,35-54,33,2020-07-28 17:20:02
Male,75+,408,2020-07-28 17:20:02
Female,55-74,264,2020-07-28 17:20:02
Female,75+,528,2020-07-28 17:20:02
