gender,age,count,etl_timestamp
Male,20-34,7,2020-06-15 18:08:02
Male,35-54,61,2020-06-15 18:08:02
Male,55-74,311,2020-06-15 18:08:02
Female,35-54,28,2020-06-15 18:08:02
Male,75+,365,2020-06-15 18:08:02
Female,55-74,233,2020-06-15 18:08:02
Female,75+,464,2020-06-15 18:08:02
