gender,age,count,etl_timestamp
Male,20-34,8,2020-07-03 17:20:03
Male,35-54,69,2020-07-03 17:20:03
Male,55-74,338,2020-07-03 17:20:03
Female,35-54,31,2020-07-03 17:20:03
Male,75+,396,2020-07-03 17:20:03
Female,55-74,258,2020-07-03 17:20:03
Female,75+,511,2020-07-03 17:20:03
