gender,age,count,etl_timestamp
Male,20-34,9,2020-08-10 17:20:02
Male,35-54,76,2020-08-10 17:20:02
Female,55-74,266,2020-08-10 17:20:02
Female,75+,531,2020-08-10 17:20:02
Male,55-74,363,2020-08-10 17:20:02
Female,35-54,35,2020-08-10 17:20:02
Male,75+,414,2020-08-10 17:20:02
