gender,age,count,etl_timestamp
Male,20-34,8,2020-07-06 17:20:02
Male,35-54,69,2020-07-06 17:20:02
Male,55-74,339,2020-07-06 17:20:02
Female,35-54,31,2020-07-06 17:20:02
Male,75+,396,2020-07-06 17:20:02
Female,55-74,258,2020-07-06 17:20:02
Female,75+,511,2020-07-06 17:20:02
