gender,age,count,etl_timestamp
Male,20-34,8,2020-07-22 17:20:02
Male,35-54,74,2020-07-22 17:20:02
Male,55-74,356,2020-07-22 17:20:02
Female,35-54,33,2020-07-22 17:20:02
Male,75+,406,2020-07-22 17:20:02
Female,55-74,264,2020-07-22 17:20:02
Female,75+,527,2020-07-22 17:20:02
