gender,age,count,etl_timestamp
Male,20-34,9,2020-08-12 17:20:02
Male,35-54,77,2020-08-12 17:20:02
Female,55-74,268,2020-08-12 17:20:02
Female,75+,533,2020-08-12 17:20:02
Male,55-74,363,2020-08-12 17:20:02
Female,35-54,38,2020-08-12 17:20:02
Male,75+,416,2020-08-12 17:20:02
