gender,age,count,etl_timestamp
Male,20-34,6,2020-06-12 17:20:01
Male,35-54,59,2020-06-12 17:20:01
Male,55-74,299,2020-06-12 17:20:01
Female,35-54,27,2020-06-12 17:20:01
Male,75+,357,2020-06-12 17:20:01
Female,55-74,230,2020-06-12 17:20:01
Female,75+,457,2020-06-12 17:20:01
