gender,age,count,etl_timestamp
Male,20-34,7,2020-06-18 17:20:02
Male,35-54,63,2020-06-18 17:20:02
Male,55-74,319,2020-06-18 17:20:02
Female,35-54,29,2020-06-18 17:20:02
Male,75+,373,2020-06-18 17:20:02
Female,55-74,242,2020-06-18 17:20:02
Female,75+,475,2020-06-18 17:20:02
