gender,age,count,etl_timestamp
Male,20-34,9,2020-09-28 17:20:02
Male,35-54,82,2020-09-28 17:20:02
Female,55-74,277,2020-09-28 17:20:02
Female,75+,552,2020-09-28 17:20:02
Male,55-74,391,2020-09-28 17:20:02
Female,35-54,39,2020-09-28 17:20:02
Male,75+,444,2020-09-28 17:20:02
