gender,age,count,etl_timestamp
Male,20-34,8,2020-07-14 17:20:02
Male,35-54,72,2020-07-14 17:20:02
Male,55-74,347,2020-07-14 17:20:02
Female,35-54,32,2020-07-14 17:20:02
Male,75+,399,2020-07-14 17:20:02
Female,55-74,260,2020-07-14 17:20:02
Female,75+,514,2020-07-14 17:20:02
