gender,age,count,etl_timestamp
Male,20-34,9,2020-09-24 17:20:02
Male,35-54,81,2020-09-24 17:20:02
Female,55-74,277,2020-09-24 17:20:02
Female,75+,550,2020-09-24 17:20:02
Male,55-74,388,2020-09-24 17:20:02
Female,35-54,39,2020-09-24 17:20:02
Male,75+,441,2020-09-24 17:20:02
