racial_identity,count,etl_timestamp
White,5114,2020-08-18 17:20:02
NA,6885,2020-08-18 17:20:02
OTHER,1152,2020-08-18 17:20:02
African,8,2020-08-18 17:20:02
Pacific Islander,15,2020-08-18 17:20:02
Native American,30,2020-08-18 17:20:02
UNKNOWN,269,2020-08-18 17:20:02
Asian,1070,2020-08-18 17:20:02
HISPANIC,3694,2020-08-18 17:20:02
African American,14195,2020-08-18 17:20:02
