racial_identity,count,etl_timestamp
White,6478,2020-09-23 17:20:02
NA,5955,2020-09-23 17:20:02
OTHER,1360,2020-09-23 17:20:02
African,8,2020-09-23 17:20:02
Pacific Islander,16,2020-09-23 17:20:02
Native American,31,2020-09-23 17:20:02
UNKNOWN,290,2020-09-23 17:20:02
Asian,1224,2020-09-23 17:20:02
HISPANIC,4978,2020-09-23 17:20:02
African American,15664,2020-09-23 17:20:02
