racial_identity,count,etl_timestamp
White,6541,2020-09-28 17:20:02
NA,6220,2020-09-28 17:20:02
OTHER,1367,2020-09-28 17:20:02
African,8,2020-09-28 17:20:02
Pacific Islander,16,2020-09-28 17:20:02
Native American,31,2020-09-28 17:20:02
UNKNOWN,295,2020-09-28 17:20:02
Asian,1228,2020-09-28 17:20:02
HISPANIC,5003,2020-09-28 17:20:02
African American,15743,2020-09-28 17:20:02
