racial_identity,count,etl_timestamp
White,6509,2020-09-25 17:20:02
NA,6046,2020-09-25 17:20:02
OTHER,1361,2020-09-25 17:20:02
African,8,2020-09-25 17:20:02
Pacific Islander,16,2020-09-25 17:20:02
Native American,31,2020-09-25 17:20:02
UNKNOWN,293,2020-09-25 17:20:02
Asian,1225,2020-09-25 17:20:02
HISPANIC,4993,2020-09-25 17:20:02
African American,15705,2020-09-25 17:20:02
