racial_identity,count,etl_timestamp
White,5628,2020-08-31 17:20:02
NA,6308,2020-08-31 17:20:02
OTHER,1219,2020-08-31 17:20:02
African,8,2020-08-31 17:20:02
Pacific Islander,15,2020-08-31 17:20:02
Native American,30,2020-08-31 17:20:02
UNKNOWN,259,2020-08-31 17:20:02
Asian,1138,2020-08-31 17:20:02
HISPANIC,4323,2020-08-31 17:20:02
African American,14850,2020-08-31 17:20:02
