racial_identity,count,etl_timestamp
White,5143,2020-08-21 17:20:03
NA,7077,2020-08-21 17:20:03
OTHER,1166,2020-08-21 17:20:03
African,8,2020-08-21 17:20:03
Pacific Islander,15,2020-08-21 17:20:03
Native American,30,2020-08-21 17:20:03
UNKNOWN,271,2020-08-21 17:20:03
Asian,1071,2020-08-21 17:20:03
HISPANIC,3728,2020-08-21 17:20:03
African American,14282,2020-08-21 17:20:03
