racial_identity,count,etl_timestamp
White,5521,2020-08-26 17:20:02
NA,6225,2020-08-26 17:20:02
OTHER,1189,2020-08-26 17:20:02
African,8,2020-08-26 17:20:02
Pacific Islander,15,2020-08-26 17:20:02
Native American,30,2020-08-26 17:20:02
UNKNOWN,266,2020-08-26 17:20:02
Asian,1128,2020-08-26 17:20:02
HISPANIC,4134,2020-08-26 17:20:02
African American,14739,2020-08-26 17:20:02
