racial_identity,count,etl_timestamp
White,5108,2020-08-17 17:20:01
NA,6825,2020-08-17 17:20:01
OTHER,1149,2020-08-17 17:20:01
African,8,2020-08-17 17:20:01
Pacific Islander,15,2020-08-17 17:20:01
Native American,30,2020-08-17 17:20:01
UNKNOWN,270,2020-08-17 17:20:01
Asian,1070,2020-08-17 17:20:01
HISPANIC,3688,2020-08-17 17:20:01
African American,14185,2020-08-17 17:20:01
