racial_identity,count,etl_timestamp
NA,6446,2020-09-29 17:20:02
Native American,31,2020-09-29 17:20:02
Asian,1242,2020-09-29 17:20:02
UNKNOWN,295,2020-09-29 17:20:02
African American,15839,2020-09-29 17:20:02
Pacific Islander,16,2020-09-29 17:20:02
African,8,2020-09-29 17:20:02
OTHER,1374,2020-09-29 17:20:02
HISPANIC,5098,2020-09-29 17:20:02
White,6718,2020-09-29 17:20:02
