racial_identity,count,etl_timestamp
White,6358,2020-09-21 17:20:03
NA,6096,2020-09-21 17:20:03
OTHER,1343,2020-09-21 17:20:03
African,8,2020-09-21 17:20:03
Pacific Islander,16,2020-09-21 17:20:03
Native American,30,2020-09-21 17:20:03
UNKNOWN,293,2020-09-21 17:20:03
Asian,1207,2020-09-21 17:20:03
HISPANIC,4912,2020-09-21 17:20:03
African American,15562,2020-09-21 17:20:03
