racial_identity,count,etl_timestamp
White,5512,2020-08-25 17:20:01
NA,6172,2020-08-25 17:20:01
OTHER,1185,2020-08-25 17:20:01
African,8,2020-08-25 17:20:01
Pacific Islander,15,2020-08-25 17:20:01
Native American,30,2020-08-25 17:20:01
UNKNOWN,261,2020-08-25 17:20:01
Asian,1127,2020-08-25 17:20:01
HISPANIC,4112,2020-08-25 17:20:01
African American,14717,2020-08-25 17:20:01
