racial_identity,count,etl_timestamp
White,5607,2020-08-30 17:20:02
NA,6228,2020-08-30 17:20:02
OTHER,1205,2020-08-30 17:20:02
African,8,2020-08-30 17:20:02
Pacific Islander,15,2020-08-30 17:20:02
Native American,30,2020-08-30 17:20:02
UNKNOWN,258,2020-08-30 17:20:02
Asian,1138,2020-08-30 17:20:02
HISPANIC,4293,2020-08-30 17:20:02
African American,14825,2020-08-30 17:20:02
