racial_identity,count,etl_timestamp
White,6284,2020-09-15 17:20:02
NA,5862,2020-09-15 17:20:02
OTHER,1327,2020-09-15 17:20:02
African,8,2020-09-15 17:20:02
Pacific Islander,16,2020-09-15 17:20:02
Native American,30,2020-09-15 17:20:02
UNKNOWN,277,2020-09-15 17:20:02
Asian,1201,2020-09-15 17:20:02
HISPANIC,4858,2020-09-15 17:20:02
African American,15481,2020-09-15 17:20:02
