racial_identity,count,etl_timestamp
White,5838,2020-09-03 17:20:02
NA,5987,2020-09-03 17:20:02
OTHER,1272,2020-09-03 17:20:02
African,8,2020-09-03 17:20:02
Pacific Islander,15,2020-09-03 17:20:02
Native American,30,2020-09-03 17:20:02
UNKNOWN,273,2020-09-03 17:20:02
Asian,1161,2020-09-03 17:20:02
HISPANIC,4619,2020-09-03 17:20:02
African American,15108,2020-09-03 17:20:02
