gender,age,count,etl_timestamp
Male,20-34,8,2020-07-17 17:20:02
Male,35-54,74,2020-07-17 17:20:02
Male,55-74,354,2020-07-17 17:20:02
Female,35-54,33,2020-07-17 17:20:02
Male,75+,403,2020-07-17 17:20:02
Female,55-74,262,2020-07-17 17:20:02
Female,75+,526,2020-07-17 17:20:02
