gender,age,count,etl_timestamp
Male,20-34,9,2020-08-03 17:20:02
Male,35-54,76,2020-08-03 17:20:02
Male,55-74,361,2020-08-03 17:20:02
Female,35-54,34,2020-08-03 17:20:02
Male,75+,411,2020-08-03 17:20:02
Female,55-74,266,2020-08-03 17:20:02
Female,75+,530,2020-08-03 17:20:02
