gender,age,count,etl_timestamp
Male,20-34,8,2020-07-08 17:20:03
Male,35-54,70,2020-07-08 17:20:03
Male,55-74,342,2020-07-08 17:20:03
Female,35-54,31,2020-07-08 17:20:03
Male,75+,396,2020-07-08 17:20:03
Female,55-74,259,2020-07-08 17:20:03
Female,75+,513,2020-07-08 17:20:03
