gender,age,count,etl_timestamp
Male,20-34,9,2020-09-30 17:20:02
Male,35-54,82,2020-09-30 17:20:02
Female,55-74,279,2020-09-30 17:20:02
Female,75+,557,2020-09-30 17:20:02
Male,55-74,394,2020-09-30 17:20:02
Female,35-54,39,2020-09-30 17:20:02
Male,75+,445,2020-09-30 17:20:02
