gender,age,count,etl_timestamp
Male,20-34,7,2020-06-26 17:20:02
Male,35-54,66,2020-06-26 17:20:02
Male,55-74,332,2020-06-26 17:20:02
Female,35-54,30,2020-06-26 17:20:02
Male,75+,389,2020-06-26 17:20:02
Female,55-74,253,2020-06-26 17:20:02
Female,75+,497,2020-06-26 17:20:02
