gender,age,count,etl_timestamp
Male,20-34,8,2020-07-02 17:33:32
Male,35-54,69,2020-07-02 17:33:32
Male,55-74,337,2020-07-02 17:33:32
Female,35-54,31,2020-07-02 17:33:32
Male,75+,395,2020-07-02 17:33:32
Female,55-74,258,2020-07-02 17:33:32
Female,75+,511,2020-07-02 17:33:32
