gender,age,count,etl_timestamp
Male,20-34,7,2020-06-23 17:20:02
Male,35-54,64,2020-06-23 17:20:02
Male,55-74,330,2020-06-23 17:20:02
Female,35-54,30,2020-06-23 17:20:02
Male,75+,388,2020-06-23 17:20:02
Female,55-74,248,2020-06-23 17:20:02
Female,75+,491,2020-06-23 17:20:02
