gender,age,count,etl_timestamp
Male,20-34,6,2020-06-11 17:20:02
Male,35-54,59,2020-06-11 17:20:02
Male,55-74,298,2020-06-11 17:20:02
Female,35-54,27,2020-06-11 17:20:02
Male,75+,356,2020-06-11 17:20:02
Female,55-74,227,2020-06-11 17:20:02
Female,75+,456,2020-06-11 17:20:02
