gender,age,count,etl_timestamp
Male,20-34,6,2020-06-08 17:20:02
Male,35-54,57,2020-06-08 17:20:02
Male,55-74,292,2020-06-08 17:20:02
Female,35-54,26,2020-06-08 17:20:02
Male,75+,353,2020-06-08 17:20:02
Female,55-74,223,2020-06-08 17:20:02
Female,75+,452,2020-06-08 17:20:02
