gender,age,count,etl_timestamp
Male,20-34,9,2020-07-31 17:20:02
Male,35-54,76,2020-07-31 17:20:02
Male,55-74,361,2020-07-31 17:20:02
Female,35-54,34,2020-07-31 17:20:02
Male,75+,411,2020-07-31 17:20:02
Female,55-74,265,2020-07-31 17:20:02
Female,75+,529,2020-07-31 17:20:02
