gender,age,count,etl_timestamp
Male,20-34,9,2020-09-08 17:20:02
Male,35-54,80,2020-09-08 17:20:02
Female,55-74,276,2020-09-08 17:20:02
Female,75+,546,2020-09-08 17:20:02
Male,55-74,379,2020-09-08 17:20:02
Female,35-54,39,2020-09-08 17:20:02
Male,75+,429,2020-09-08 17:20:02
