zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-28 17:20:02,443,150
19132,2020-08-28 17:20:02,580,233
19146,2020-08-28 17:20:02,587,127
19137,2020-08-28 17:20:02,91,11
19114,2020-08-28 17:20:02,519,94
19153,2020-08-28 17:20:02,224,51
19115,2020-08-28 17:20:02,832,133
19104,2020-08-28 17:20:02,568,224
19138,2020-08-28 17:20:02,601,139
19122,2020-08-28 17:20:02,316,93
19149,2020-08-28 17:20:02,996,164
19123,2020-08-28 17:20:02,322,87
19101,2020-08-28 17:20:02,27,10
19130,2020-08-28 17:20:02,325,88
19143,2020-08-28 17:20:02,1172,323
19125,2020-08-28 17:20:02,266,77
19154,2020-08-28 17:20:02,612,64
19151,2020-08-28 17:20:02,657,149
19106,2020-08-28 17:20:02,101,13
19111,2020-08-28 17:20:02,1225,246
19147,2020-08-28 17:20:02,411,71
19144,2020-08-28 17:20:02,751,261
19126,2020-08-28 17:20:02,450,157
19121,2020-08-28 17:20:02,480,165
19118,2020-08-28 17:20:02,142,48
19133,2020-08-28 17:20:02,473,211
19128,2020-08-28 17:20:02,429,48
19103,2020-08-28 17:20:02,221,60
19127,2020-08-28 17:20:02,47,NA
19145,2020-08-28 17:20:02,787,151
19142,2020-08-28 17:20:02,622,179
19124,2020-08-28 17:20:02,1281,245
19105,2020-08-28 17:20:02,5,NA
19135,2020-08-28 17:20:02,580,79
19116,2020-08-28 17:20:02,688,120
19139,2020-08-28 17:20:02,815,288
19131,2020-08-28 17:20:02,882,291
19136,2020-08-28 17:20:02,1019,147
19120,2020-08-28 17:20:02,1405,285
19141,2020-08-28 17:20:02,546,186
19107,2020-08-28 17:20:02,222,61
19140,2020-08-28 17:20:02,1005,388
19152,2020-08-28 17:20:02,713,165
19134,2020-08-28 17:20:02,880,236
19150,2020-08-28 17:20:02,460,94
19148,2020-08-28 17:20:02,877,197
19102,2020-08-28 17:20:02,66,5
19129,2020-08-28 17:20:02,126,25
