zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-14 17:20:02,428,149
19132,2020-08-14 17:20:02,562,231
19146,2020-08-14 17:20:02,567,126
19137,2020-08-14 17:20:02,86,10
19114,2020-08-14 17:20:02,503,87
19153,2020-08-14 17:20:02,213,51
19115,2020-08-14 17:20:02,792,131
19104,2020-08-14 17:20:02,551,220
19138,2020-08-14 17:20:02,581,136
19122,2020-08-14 17:20:02,302,93
19149,2020-08-14 17:20:02,926,160
19123,2020-08-14 17:20:02,319,85
19101,2020-08-14 17:20:02,23,10
19130,2020-08-14 17:20:02,308,89
19143,2020-08-14 17:20:02,1128,315
19125,2020-08-14 17:20:02,252,77
19154,2020-08-14 17:20:02,589,57
19151,2020-08-14 17:20:02,625,146
19106,2020-08-14 17:20:02,98,13
19111,2020-08-14 17:20:02,1150,244
19147,2020-08-14 17:20:02,399,70
19144,2020-08-14 17:20:02,730,257
19126,2020-08-14 17:20:02,442,156
19121,2020-08-14 17:20:02,461,163
19118,2020-08-14 17:20:02,138,48
19133,2020-08-14 17:20:02,421,209
19128,2020-08-14 17:20:02,389,47
19103,2020-08-14 17:20:02,215,57
19127,2020-08-14 17:20:02,46,NA
19145,2020-08-14 17:20:02,736,150
19142,2020-08-14 17:20:02,599,175
19124,2020-08-14 17:20:02,1188,242
19105,2020-08-14 17:20:02,5,NA
19135,2020-08-14 17:20:02,532,78
19116,2020-08-14 17:20:02,639,120
19139,2020-08-14 17:20:02,799,284
19131,2020-08-14 17:20:02,849,287
19136,2020-08-14 17:20:02,980,144
19120,2020-08-14 17:20:02,1325,279
19141,2020-08-14 17:20:02,521,185
19107,2020-08-14 17:20:02,214,60
19140,2020-08-14 17:20:02,928,380
19152,2020-08-14 17:20:02,652,163
19134,2020-08-14 17:20:02,817,230
19150,2020-08-14 17:20:02,455,91
19148,2020-08-14 17:20:02,846,196
19102,2020-08-14 17:20:02,64,5
19129,2020-08-14 17:20:02,120,25
