zip_code,etl_timestamp,NO_UNKNOWN,Yes
19101,2020-09-01 17:20:02,28,10
19102,2020-09-01 17:20:02,66,5
19103,2020-09-01 17:20:02,226,60
19104,2020-09-01 17:20:02,572,224
19105,2020-09-01 17:20:02,5,NA
19106,2020-09-01 17:20:02,103,13
19107,2020-09-01 17:20:02,226,61
19111,2020-09-01 17:20:02,1247,247
19114,2020-09-01 17:20:02,522,95
19115,2020-09-01 17:20:02,843,134
19116,2020-09-01 17:20:02,701,120
19118,2020-09-01 17:20:02,145,48
19119,2020-09-01 17:20:02,445,150
19120,2020-09-01 17:20:02,1418,288
19121,2020-09-01 17:20:02,520,165
19122,2020-09-01 17:20:02,329,93
19123,2020-09-01 17:20:02,325,87
19124,2020-09-01 17:20:02,1305,247
19125,2020-09-01 17:20:02,268,78
19126,2020-09-01 17:20:02,455,157
19127,2020-09-01 17:20:02,51,NA
19128,2020-09-01 17:20:02,440,48
19129,2020-09-01 17:20:02,129,25
19130,2020-09-01 17:20:02,334,88
19131,2020-09-01 17:20:02,889,293
19132,2020-09-01 17:20:02,584,233
19133,2020-09-01 17:20:02,481,215
19134,2020-09-01 17:20:02,883,243
19135,2020-09-01 17:20:02,586,79
19136,2020-09-01 17:20:02,1036,148
19137,2020-09-01 17:20:02,94,11
19138,2020-09-01 17:20:02,611,141
19139,2020-09-01 17:20:02,819,287
19140,2020-09-01 17:20:02,1033,395
19141,2020-09-01 17:20:02,549,186
19142,2020-09-01 17:20:02,631,179
19143,2020-09-01 17:20:02,1173,326
19144,2020-09-01 17:20:02,752,261
19145,2020-09-01 17:20:02,796,154
19146,2020-09-01 17:20:02,589,127
19147,2020-09-01 17:20:02,414,71
19148,2020-09-01 17:20:02,886,197
19149,2020-09-01 17:20:02,1019,164
19150,2020-09-01 17:20:02,468,94
19151,2020-09-01 17:20:02,663,149
19152,2020-09-01 17:20:02,716,167
19153,2020-09-01 17:20:02,224,51
19154,2020-09-01 17:20:02,622,65
