zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-27 17:20:02,443,150
19132,2020-08-27 17:20:02,579,233
19146,2020-08-27 17:20:02,585,127
19137,2020-08-27 17:20:02,90,11
19114,2020-08-27 17:20:02,521,90
19153,2020-08-27 17:20:02,224,51
19115,2020-08-27 17:20:02,829,132
19104,2020-08-27 17:20:02,562,224
19138,2020-08-27 17:20:02,600,139
19122,2020-08-27 17:20:02,311,93
19149,2020-08-27 17:20:02,991,161
19123,2020-08-27 17:20:02,321,87
19101,2020-08-27 17:20:02,27,10
19130,2020-08-27 17:20:02,321,88
19143,2020-08-27 17:20:02,1171,321
19125,2020-08-27 17:20:02,266,77
19154,2020-08-27 17:20:02,609,61
19151,2020-08-27 17:20:02,653,149
19106,2020-08-27 17:20:02,100,13
19111,2020-08-27 17:20:02,1213,246
19147,2020-08-27 17:20:02,410,71
19144,2020-08-27 17:20:02,747,261
19126,2020-08-27 17:20:02,449,157
19121,2020-08-27 17:20:02,476,165
19118,2020-08-27 17:20:02,142,48
19133,2020-08-27 17:20:02,468,211
19128,2020-08-27 17:20:02,429,46
19103,2020-08-27 17:20:02,220,60
19127,2020-08-27 17:20:02,47,NA
19145,2020-08-27 17:20:02,784,151
19142,2020-08-27 17:20:02,621,179
19124,2020-08-27 17:20:02,1273,244
19105,2020-08-27 17:20:02,5,NA
19135,2020-08-27 17:20:02,577,79
19116,2020-08-27 17:20:02,685,120
19139,2020-08-27 17:20:02,811,288
19131,2020-08-27 17:20:02,879,291
19136,2020-08-27 17:20:02,1016,146
19120,2020-08-27 17:20:02,1398,284
19141,2020-08-27 17:20:02,544,186
19107,2020-08-27 17:20:02,222,61
19140,2020-08-27 17:20:02,990,387
19152,2020-08-27 17:20:02,707,165
19134,2020-08-27 17:20:02,874,236
19150,2020-08-27 17:20:02,458,94
19148,2020-08-27 17:20:02,874,197
19102,2020-08-27 17:20:02,66,5
19129,2020-08-27 17:20:02,126,25
