racial_identity,count,etl_timestamp
White,5700,2020-09-02 17:20:02
NA,6118,2020-09-02 17:20:02
OTHER,1283,2020-09-02 17:20:02
African,8,2020-09-02 17:20:02
Pacific Islander,15,2020-09-02 17:20:02
Native American,30,2020-09-02 17:20:02
UNKNOWN,271,2020-09-02 17:20:02
Asian,1161,2020-09-02 17:20:02
HISPANIC,4517,2020-09-02 17:20:02
African American,15041,2020-09-02 17:20:02
