racial_identity,count,etl_timestamp
White,5875,2020-09-08 17:20:02
NA,6277,2020-09-08 17:20:02
OTHER,1289,2020-09-08 17:20:02
African,8,2020-09-08 17:20:02
Pacific Islander,16,2020-09-08 17:20:02
Native American,30,2020-09-08 17:20:02
UNKNOWN,271,2020-09-08 17:20:02
Asian,1164,2020-09-08 17:20:02
HISPANIC,4641,2020-09-08 17:20:02
African American,15171,2020-09-08 17:20:02
