racial_identity,count,etl_timestamp
White,6293,2020-09-16 17:20:03
NA,5927,2020-09-16 17:20:03
OTHER,1327,2020-09-16 17:20:03
African,8,2020-09-16 17:20:03
Pacific Islander,16,2020-09-16 17:20:03
Native American,30,2020-09-16 17:20:03
UNKNOWN,277,2020-09-16 17:20:03
Asian,1201,2020-09-16 17:20:03
HISPANIC,4873,2020-09-16 17:20:03
African American,15489,2020-09-16 17:20:03
