racial_identity,count,etl_timestamp
White,5092,2020-08-15 17:20:01
NA,6716,2020-08-15 17:20:01
OTHER,1147,2020-08-15 17:20:01
African,8,2020-08-15 17:20:01
Pacific Islander,15,2020-08-15 17:20:01
Native American,30,2020-08-15 17:20:01
UNKNOWN,270,2020-08-15 17:20:01
Asian,1068,2020-08-15 17:20:01
HISPANIC,3681,2020-08-15 17:20:01
African American,14159,2020-08-15 17:20:01
