racial_identity,count,etl_timestamp
White,5873,2020-09-07 17:20:02
NA,6246,2020-09-07 17:20:02
OTHER,1290,2020-09-07 17:20:02
African,8,2020-09-07 17:20:02
Pacific Islander,16,2020-09-07 17:20:02
Native American,30,2020-09-07 17:20:02
UNKNOWN,271,2020-09-07 17:20:02
Asian,1164,2020-09-07 17:20:02
HISPANIC,4637,2020-09-07 17:20:02
African American,15164,2020-09-07 17:20:02
