racial_identity,count,etl_timestamp
White,6744,2020-09-30 17:20:02
NA,6549,2020-09-30 17:20:02
OTHER,1379,2020-09-30 17:20:02
African,8,2020-09-30 17:20:02
Pacific Islander,16,2020-09-30 17:20:02
Native American,31,2020-09-30 17:20:02
UNKNOWN,297,2020-09-30 17:20:02
Asian,1246,2020-09-30 17:20:02
HISPANIC,5105,2020-09-30 17:20:02
African American,15851,2020-09-30 17:20:02
