racial_identity,count,etl_timestamp
White,6165,2020-09-11 17:20:02
NA,5833,2020-09-11 17:20:02
OTHER,1302,2020-09-11 17:20:02
African,8,2020-09-11 17:20:02
Pacific Islander,16,2020-09-11 17:20:02
Native American,30,2020-09-11 17:20:02
UNKNOWN,275,2020-09-11 17:20:02
Asian,1184,2020-09-11 17:20:02
HISPANIC,4785,2020-09-11 17:20:02
African American,15388,2020-09-11 17:20:02
