racial_identity,count,etl_timestamp
White,6324,2020-09-17 17:20:02
NA,5932,2020-09-17 17:20:02
OTHER,1331,2020-09-17 17:20:02
African,8,2020-09-17 17:20:02
Pacific Islander,16,2020-09-17 17:20:02
Native American,30,2020-09-17 17:20:02
UNKNOWN,279,2020-09-17 17:20:02
Asian,1204,2020-09-17 17:20:02
HISPANIC,4885,2020-09-17 17:20:02
African American,15520,2020-09-17 17:20:02
