racial_identity,count,etl_timestamp
White,6485,2020-09-24 17:20:02
NA,6034,2020-09-24 17:20:02
OTHER,1363,2020-09-24 17:20:02
African,8,2020-09-24 17:20:02
Pacific Islander,16,2020-09-24 17:20:02
Native American,31,2020-09-24 17:20:02
UNKNOWN,291,2020-09-24 17:20:02
Asian,1224,2020-09-24 17:20:02
HISPANIC,4984,2020-09-24 17:20:02
African American,15676,2020-09-24 17:20:02
