racial_identity,count,etl_timestamp
White,5657,2020-09-01 17:20:02
NA,6349,2020-09-01 17:20:02
OTHER,1219,2020-09-01 17:20:02
African,8,2020-09-01 17:20:02
Pacific Islander,15,2020-09-01 17:20:02
Native American,30,2020-09-01 17:20:02
UNKNOWN,262,2020-09-01 17:20:02
Asian,1142,2020-09-01 17:20:02
HISPANIC,4351,2020-09-01 17:20:02
African American,14876,2020-09-01 17:20:02
