racial_identity,count,etl_timestamp
White,5602,2020-08-28 17:20:02
NA,6150,2020-08-28 17:20:02
OTHER,1197,2020-08-28 17:20:02
African,8,2020-08-28 17:20:02
Pacific Islander,15,2020-08-28 17:20:02
Native American,30,2020-08-28 17:20:02
UNKNOWN,253,2020-08-28 17:20:02
Asian,1138,2020-08-28 17:20:02
HISPANIC,4282,2020-08-28 17:20:02
African American,14820,2020-08-28 17:20:02
