racial_identity,count,etl_timestamp
White,5580,2020-08-27 17:20:02
NA,6069,2020-08-27 17:20:02
OTHER,1192,2020-08-27 17:20:02
African,8,2020-08-27 17:20:02
Pacific Islander,15,2020-08-27 17:20:02
Native American,30,2020-08-27 17:20:02
UNKNOWN,242,2020-08-27 17:20:02
Asian,1135,2020-08-27 17:20:02
HISPANIC,4269,2020-08-27 17:20:02
African American,14803,2020-08-27 17:20:02
