racial_identity,count,etl_timestamp
White,5852,2020-09-05 17:20:02
NA,6076,2020-09-05 17:20:02
OTHER,1277,2020-09-05 17:20:02
African,8,2020-09-05 17:20:02
Pacific Islander,16,2020-09-05 17:20:02
Native American,30,2020-09-05 17:20:02
UNKNOWN,273,2020-09-05 17:20:02
Asian,1161,2020-09-05 17:20:02
HISPANIC,4626,2020-09-05 17:20:02
African American,15126,2020-09-05 17:20:02
