racial_identity,count,etl_timestamp
White,5489,2020-08-24 17:20:02
NA,6141,2020-08-24 17:20:02
OTHER,1185,2020-08-24 17:20:02
African,8,2020-08-24 17:20:02
Pacific Islander,15,2020-08-24 17:20:02
Native American,30,2020-08-24 17:20:02
UNKNOWN,258,2020-08-24 17:20:02
Asian,1124,2020-08-24 17:20:02
HISPANIC,4107,2020-08-24 17:20:02
African American,14697,2020-08-24 17:20:02
