date,etl_timestamp,NO_UNKNOWN,Yes
2020-06-30,2020-08-26 17:20:02,116,13
2020-08-03,2020-08-26 17:20:02,80,9
2020-08-24,2020-08-26 17:20:02,58,NA
2020-06-07,2020-08-26 17:20:02,70,19
2020-05-14,2020-08-26 17:20:02,219,44
2020-07-20,2020-08-26 17:20:02,109,16
2020-07-18,2020-08-26 17:20:02,101,16
2020-08-10,2020-08-26 17:20:02,101,9
2020-08-09,2020-08-26 17:20:02,99,13
2020-04-06,2020-08-26 17:20:02,419,135
2020-07-23,2020-08-26 17:20:02,206,14
2020-08-04,2020-08-26 17:20:02,94,9
2020-06-20,2020-08-26 17:20:02,105,19
2020-05-17,2020-08-26 17:20:02,110,32
2020-05-08,2020-08-26 17:20:02,292,65
2020-05-05,2020-08-26 17:20:02,281,87
2020-06-06,2020-08-26 17:20:02,62,22
2020-04-19,2020-08-26 17:20:02,170,93
2020-07-06,2020-08-26 17:20:02,96,19
2020-08-20,2020-08-26 17:20:02,107,NA
2020-04-22,2020-08-26 17:20:02,420,112
2020-04-29,2020-08-26 17:20:02,422,102
2020-06-23,2020-08-26 17:20:02,134,21
2020-07-04,2020-08-26 17:20:02,57,12
2020-05-23,2020-08-26 17:20:02,163,33
2020-05-12,2020-08-26 17:20:02,199,49
2020-06-13,2020-08-26 17:20:02,81,18
2020-05-01,2020-08-26 17:20:02,315,105
2020-05-19,2020-08-26 17:20:02,211,47
2020-03-24,2020-08-26 17:20:02,79,38
2020-03-23,2020-08-26 17:20:02,53,18
2020-04-08,2020-08-26 17:20:02,440,139
2020-05-25,2020-08-26 17:20:02,100,29
2020-07-26,2020-08-26 17:20:02,81,12
2020-05-06,2020-08-26 17:20:02,301,58
2020-07-27,2020-08-26 17:20:02,135,28
2020-07-02,2020-08-26 17:20:02,103,16
2020-07-28,2020-08-26 17:20:02,113,NA
2020-04-01,2020-08-26 17:20:02,306,115
2020-06-28,2020-08-26 17:20:02,79,16
