date,etl_timestamp,Yes,NO_UNKNOWN
2020-07-28,2020-08-20 17:20:02,NA,112
2020-04-01,2020-08-20 17:20:02,115,306
2020-08-10,2020-08-20 17:20:02,NA,102
2020-06-02,2020-08-20 17:20:02,23,111
2020-08-07,2020-08-20 17:20:02,NA,96
2020-05-26,2020-08-20 17:20:02,28,186
2020-05-30,2020-08-20 17:20:02,19,106
2020-08-19,2020-08-20 17:20:02,NA,64
2020-06-04,2020-08-20 17:20:02,22,63
2020-03-21,2020-08-20 17:20:02,10,43
2020-04-05,2020-08-20 17:20:02,97,313
2020-07-11,2020-08-20 17:20:02,15,83
2020-05-20,2020-08-20 17:20:02,22,172
2020-08-12,2020-08-20 17:20:02,NA,182
2020-06-22,2020-08-20 17:20:02,7,101
2020-04-04,2020-08-20 17:20:02,118,435
2020-08-18,2020-08-20 17:20:02,NA,104
