date,etl_timestamp,Yes,NO_UNKNOWN
2020-05-14,2020-08-25 17:20:01,44,219
2020-07-18,2020-08-25 17:20:01,16,101
2020-08-10,2020-08-25 17:20:01,7,103
2020-08-09,2020-08-25 17:20:01,9,103
2020-08-04,2020-08-25 17:20:01,9,94
2020-08-20,2020-08-25 17:20:01,NA,106
2020-04-22,2020-08-25 17:20:01,112,420
2020-04-29,2020-08-25 17:20:01,102,422
2020-06-13,2020-08-25 17:20:01,18,81
2020-05-01,2020-08-25 17:20:01,105,315
2020-07-02,2020-08-25 17:20:01,16,103
2020-07-28,2020-08-25 17:20:01,NA,112
2020-04-01,2020-08-25 17:20:01,115,306
2020-06-02,2020-08-25 17:20:01,23,110
2020-05-26,2020-08-25 17:20:01,28,194
2020-05-30,2020-08-25 17:20:01,19,108
2020-08-19,2020-08-25 17:20:01,NA,114
2020-06-04,2020-08-25 17:20:01,22,63
2020-03-21,2020-08-25 17:20:01,10,43
2020-04-05,2020-08-25 17:20:01,98,313
2020-07-11,2020-08-25 17:20:01,16,83
2020-05-20,2020-08-25 17:20:01,22,172
2020-08-12,2020-08-25 17:20:01,NA,199
2020-06-22,2020-08-25 17:20:01,8,100
2020-04-04,2020-08-25 17:20:01,117,436
2020-08-18,2020-08-25 17:20:01,NA,119
