date,etl_timestamp,Yes,NO_UNKNOWN
2020-03-26,2020-08-15 17:20:01,67,128
2020-07-09,2020-08-15 17:20:01,12,101
2020-06-17,2020-08-15 17:20:01,19,126
2020-04-03,2020-08-15 17:20:01,131,381
2020-06-28,2020-08-15 17:20:01,14,77
2020-04-13,2020-08-15 17:20:01,109,145
2020-06-08,2020-08-15 17:20:01,21,88
2020-04-30,2020-08-15 17:20:01,98,333
2020-04-25,2020-08-15 17:20:01,102,225
2020-06-29,2020-08-15 17:20:01,14,114
2020-03-28,2020-08-15 17:20:01,40,106
2020-04-23,2020-08-15 17:20:01,150,419
2020-03-31,2020-08-15 17:20:01,88,275
2020-03-17,2020-08-15 17:20:01,NA,13
2020-08-05,2020-08-15 17:20:01,7,124
2020-04-26,2020-08-15 17:20:01,93,114
2020-03-22,2020-08-15 17:20:01,13,38
2020-03-29,2020-08-15 17:20:01,53,162
2020-06-21,2020-08-15 17:20:01,12,53
2020-03-25,2020-08-15 17:20:01,40,130
2020-06-05,2020-08-15 17:20:01,20,97
2020-06-10,2020-08-15 17:20:01,21,90
2020-05-21,2020-08-15 17:20:01,37,278
2020-04-19,2020-08-15 17:20:01,91,170
2020-07-03,2020-08-15 17:20:01,11,117
2020-03-18,2020-08-15 17:20:01,NA,7
2020-05-27,2020-08-15 17:20:01,44,145
2020-05-13,2020-08-15 17:20:01,52,189
2020-07-27,2020-08-15 17:20:01,27,134
2020-04-09,2020-08-15 17:20:01,141,439
2020-05-08,2020-08-15 17:20:01,65,290
2020-08-01,2020-08-15 17:20:01,15,50
2020-07-06,2020-08-15 17:20:01,19,95
2020-04-12,2020-08-15 17:20:01,117,299
2020-05-19,2020-08-15 17:20:01,47,211
2020-07-16,2020-08-15 17:20:01,13,132
2020-07-30,2020-08-15 17:20:01,5,131
2020-06-27,2020-08-15 17:20:01,15,94
2020-07-25,2020-08-15 17:20:01,8,133
2020-07-22,2020-08-15 17:20:01,9,193
2020-06-30,2020-08-15 17:20:01,13,115
2020-08-11,2020-08-15 17:20:01,NA,158
2020-06-03,2020-08-15 17:20:01,34,114
2020-08-14,2020-08-15 17:20:01,NA,80
2020-05-07,2020-08-15 17:20:01,59,250
2020-05-23,2020-08-15 17:20:01,33,157
2020-07-12,2020-08-15 17:20:01,15,72
2020-07-29,2020-08-15 17:20:01,18,135
2020-03-24,2020-08-15 17:20:01,38,79
2020-05-18,2020-08-15 17:20:01,29,152
2020-06-14,2020-08-15 17:20:01,16,44
2020-07-23,2020-08-15 17:20:01,14,206
2020-05-12,2020-08-15 17:20:01,49,199
2020-07-14,2020-08-15 17:20:01,16,128
2020-05-09,2020-08-15 17:20:01,40,185
2020-04-28,2020-08-15 17:20:01,99,372
2020-08-02,2020-08-15 17:20:01,11,73
2020-04-15,2020-08-15 17:20:01,159,444
2020-06-01,2020-08-15 17:20:01,27,74
2020-05-04,2020-08-15 17:20:01,81,291
2020-06-16,2020-08-15 17:20:01,13,74
2020-06-19,2020-08-15 17:20:01,13,108
2020-07-10,2020-08-15 17:20:01,15,95
2020-07-13,2020-08-15 17:20:01,21,115
2020-07-20,2020-08-15 17:20:01,16,108
2020-05-28,2020-08-15 17:20:01,33,174
2020-08-08,2020-08-15 17:20:01,NA,84
2020-08-13,2020-08-15 17:20:01,NA,89
2020-04-14,2020-08-15 17:20:01,122,256
2020-05-24,2020-08-15 17:20:01,26,147
2020-06-24,2020-08-15 17:20:01,16,114
2020-03-14,2020-08-15 17:20:01,NA,5
2020-05-29,2020-08-15 17:20:01,27,175
2020-05-11,2020-08-15 17:20:01,57,188
2020-07-24,2020-08-15 17:20:01,19,192
2020-05-05,2020-08-15 17:20:01,87,278
2020-07-05,2020-08-15 17:20:01,11,69
2020-04-18,2020-08-15 17:20:01,78,197
2020-05-22,2020-08-15 17:20:01,33,169
2020-05-16,2020-08-15 17:20:01,21,143
2020-06-20,2020-08-15 17:20:01,19,105
2020-04-07,2020-08-15 17:20:01,139,373
2020-03-27,2020-08-15 17:20:01,51,172
2020-07-17,2020-08-15 17:20:01,22,176
2020-05-15,2020-08-15 17:20:01,48,213
2020-07-01,2020-08-15 17:20:01,20,139
2020-08-06,2020-08-15 17:20:01,10,151
2020-07-08,2020-08-15 17:20:01,13,108
2020-06-15,2020-08-15 17:20:01,21,74
2020-05-03,2020-08-15 17:20:01,49,119
2020-03-23,2020-08-15 17:20:01,17,54
2020-06-25,2020-08-15 17:20:01,13,109
2020-04-24,2020-08-15 17:20:01,106,384
2020-04-02,2020-08-15 17:20:01,119,243
2020-04-20,2020-08-15 17:20:01,129,361
2020-06-18,2020-08-15 17:20:01,9,89
2020-04-27,2020-08-15 17:20:01,109,316
2020-05-25,2020-08-15 17:20:01,29,100
2020-07-15,2020-08-15 17:20:01,10,150
2020-04-10,2020-08-15 17:20:01,127,451
2020-07-26,2020-08-15 17:20:01,12,80
2020-06-11,2020-08-15 17:20:01,18,84
2020-03-20,2020-08-15 17:20:01,8,24
2020-03-19,2020-08-15 17:20:01,5,27
2020-04-11,2020-08-15 17:20:01,122,294
2020-05-10,2020-08-15 17:20:01,25,96
2020-04-16,2020-08-15 17:20:01,144,382
2020-06-06,2020-08-15 17:20:01,22,60
2020-07-31,2020-08-15 17:20:01,16,128
2020-06-26,2020-08-15 17:20:01,15,72
2020-07-07,2020-08-15 17:20:01,15,124
2020-07-04,2020-08-15 17:20:01,12,57
2020-06-09,2020-08-15 17:20:01,22,119
2020-05-17,2020-08-15 17:20:01,33,109
NA,2020-08-15 17:20:01,35,189
2020-04-06,2020-08-15 17:20:01,135,417
2020-06-12,2020-08-15 17:20:01,25,79
2020-04-17,2020-08-15 17:20:01,131,469
2020-04-08,2020-08-15 17:20:01,138,438
2020-06-23,2020-08-15 17:20:01,20,134
2020-05-06,2020-08-15 17:20:01,59,299
2020-04-21,2020-08-15 17:20:01,110,394
2020-07-21,2020-08-15 17:20:01,13,143
2020-03-30,2020-08-15 17:20:01,72,168
2020-05-02,2020-08-15 17:20:01,72,232
2020-05-31,2020-08-15 17:20:01,30,81
2020-07-19,2020-08-15 17:20:01,8,97
2020-08-03,2020-08-15 17:20:01,8,79
2020-06-07,2020-08-15 17:20:01,19,70
2020-05-14,2020-08-15 17:20:01,44,220
2020-07-18,2020-08-15 17:20:01,15,95
2020-08-09,2020-08-15 17:20:01,9,100
2020-08-04,2020-08-15 17:20:01,9,94
2020-04-22,2020-08-15 17:20:01,112,419
2020-04-29,2020-08-15 17:20:01,102,420
2020-06-13,2020-08-15 17:20:01,18,79
2020-05-01,2020-08-15 17:20:01,105,309
2020-07-02,2020-08-15 17:20:01,17,103
2020-07-28,2020-08-15 17:20:01,NA,112
2020-04-01,2020-08-15 17:20:01,115,306
2020-08-10,2020-08-15 17:20:01,NA,98
2020-06-02,2020-08-15 17:20:01,23,111
2020-08-07,2020-08-15 17:20:01,NA,97
2020-05-26,2020-08-15 17:20:01,28,186
2020-05-30,2020-08-15 17:20:01,19,106
2020-06-04,2020-08-15 17:20:01,22,63
2020-03-21,2020-08-15 17:20:01,10,43
2020-04-05,2020-08-15 17:20:01,97,313
2020-07-11,2020-08-15 17:20:01,14,84
2020-05-20,2020-08-15 17:20:01,22,172
2020-08-12,2020-08-15 17:20:01,NA,182
2020-06-22,2020-08-15 17:20:01,7,101
2020-04-04,2020-08-15 17:20:01,117,435
