age,etl_timestamp,Yes,NO_UNKNOWN
<20,2020-09-09 17:20:02,121,2326
75+,2020-09-09 17:20:02,1570,1891
55-74,2020-09-09 17:20:02,2737,5826
35-54,2020-09-09 17:20:02,1577,9104
20-34,2020-09-09 17:20:02,724,8915
