racial_identity,count,etl_timestamp
NA,87,2020-08-25 17:20:01
Asian,60,2020-08-25 17:20:01
UNKNOWN,30,2020-08-25 17:20:01
AFRICAN AMERICAN,871,2020-08-25 17:20:01
Other,46,2020-08-25 17:20:01
HISPANIC,154,2020-08-25 17:20:01
White,485,2020-08-25 17:20:01
