racial_identity,count,etl_timestamp
NA,92,2020-08-21 17:20:03
Asian,60,2020-08-21 17:20:03
UNKNOWN,31,2020-08-21 17:20:03
AFRICAN AMERICAN,870,2020-08-21 17:20:03
Other,46,2020-08-21 17:20:03
HISPANIC,154,2020-08-21 17:20:03
White,479,2020-08-21 17:20:03
